Title,Description,Price,Manufactured Year,Region
ВАЗ (Lada) 2102,"Торг есть 1979г., Газ-бензин, 5 555 км, Белый, Фургон, КПП Механика",2000,1979,Чирчик
"Chevrolet Matiz Best, 2 позиция","2007г., 1.2 л, Газ-бензин, 327 000 км, Хэтчбек, КПП Механика, Противотуманки, Велюр, Шторки, Аудиосистема, Встроенный телефон,…",5000,2007,Ташкент
"Chevrolet Nexia 2, 1 позиция SOHC","Торг есть 2013г., 1.5 л, Газ-бензин, 169 000 км, Седан, КПП Механика, Аудиосистема, Tozza",6500,2013,Фергана
"Chevrolet Lacetti, 3 позиция","Торг есть 2017г., 1.6 л, Газ-бензин, 148 000 км, Мокрый асфальт, Седан, КПП Автомат, Литые диски, Люк, Противотуманки, Обогрев зеркал, А…",11800,2017,Коканд
Ravon R4,"2018г., 2.8 л, Бензин, 34 000 км, Белый, КПП Механика, Аудиосистема, Встроенный телефон, Bluetooth, CD, CD-чейнджер, MP3, USB,…",8900,2018,Каракульский район
Москвич АЗЛК 2140,"1987г., Газ-бензин, Седан, КПП Механика",1900,1987,Наманган
"Chevrolet Cobalt, 4 позиция","2020г., 1.5 л, Бензин, Седан, КПП Автомат, Литые диски, Люк, Рейлинги, Противотуманки, Обогрев зеркал, ABS, Кондиционер, Гидра…",11510,2020,Ургенч
"Chevrolet Nexia 3, 2 позиция","2020г., 1.5 л, Бензин, 1 400 км, Белый, Седан, КПП Механика, Противотуманки, Аудиосистема, Гидравлика руля, ABS, Подушка безоп…",10589,2020,Шаватский район
"Chevrolet Cobalt, 2 позиция","Торг есть 2020г., 1.5 л, Бензин, 2 500 км, Седан, КПП Механика, Противотуманки, Обогрев зеркал, Аудиосистема, ABS, Подушка безопасности,…",11510,2020,Шаватский район
"Chevrolet Nexia 3, 2 позиция","Торг есть 2020г., 1.5 л, Бензин, Седан, КПП Механика, Противотуманки, Аудиосистема, Встроенный телефон, Bluetooth, CD, MP3, USB, Гидравл…",10313,2020,Шаватский район
"Chevrolet Cobalt, 4 позиция","Торг есть 2020г., 1.5 л, Бензин, 6 000 км, Белый, Седан, КПП Автомат, Литые диски, Люк, Рейлинги, Противотуманки, Обогрев зеркал, Гидрав…",11510,2020,Шаватский район
"Chevrolet Nexia 2, 4 позиция DOHC","Торг есть 2011г., 1.6 л, Газ-бензин, 244 000 км, Седан, КПП Механика, Противотуманки, Аудиосистема, Гидравлика руля, Сигнализация, Полны…",6000,2011,Ташкент
ВАЗ (Lada) 2106,"Торг есть 1991г., Газ-бензин, Коричневый, Седан, КПП Механика, Срочна ваз 2106 сотилади холати яхши мошина Юнусободда бензин газда юради…",2200,1991,Ташкент
Москвич АЗЛК 2140,"1988г., 1.5 л, Газ, Седан, КПП Механика",1200,1988,Андижан
"Chevrolet Nexia 3, 2 позиция","2018г., 1.5 л, Бензин, 10 000 км, Седан, КПП Механика, Противотуманки, Аудиосистема, Гидравлика руля, ABS, Подушка безопасност…",7827,2018,Ургенч
"Chevrolet Spark, 2 позиция","2019г., 1.3 л, Бензин, 1 200 км, Хэтчбек, КПП Механика, Противотуманки, Аудиосистема, Гидравлика руля, Подушка безопасности, A…",7182,2019,Ургенч
"Chevrolet Lacetti, 1 позиция","2020г., 1.5 л, Газ-бензин, 4 000 км, Седан, КПП Механика, Обогрев зеркал, Аудиосистема, Гидравлика руля, ABS, Полный электропа…",11602,2020,Ургенч
"Chevrolet Nexia 3, 2 позиция","2019г., 1.5 л, Бензин, 3 000 км, Седан, КПП Механика, Противотуманки, Аудиосистема, Гидравлика руля, ABS, Подушка безопасности…",8564,2019,Ургенч
"Chevrolet Cobalt, 2 позиция","Есть доставка 2020г., 1.5 л, Бензин, 900 км, Бежевый, Седан, КПП Механика, Противотуманки, Обогрев зеркал, Велюр, Аудиосистема, ABS, Кондици…",10129,2020,Шаватский район
"Chevrolet Nexia 3, 2 позиция","Есть доставка 2019г., 1.5 л, Бензин, 3 000 км, Белый, Хэтчбек, КПП Механика, Противотуманки, Кожа, Алькантара, Комбинированный, Аудиосистема…",8471,2019,Шаватский район
ВАЗ (Lada) 2107,"1988г., Газ, Белый, Седан, КПП Механика, CD, MP3, USB, DVD",2200,1988,Ташкент
"Chevrolet Nexia 2, 2 позиция SOHC","Есть доставкаТорг есть 2013г., 1.5 л, Газ-бензин, 75 000 км, Белый, Седан, КПП Механика, Литые диски, Дневные ходовые огни, Велюр, Аудиосистема, Гидр…",7500,2013,Жалалкудукский район
"Chevrolet Spark, 1 позиция","2013г., 1.3 л, Газ-бензин, 230 000 км, Хэтчбек, КПП Механика, Шторки, Аудиосистема, Bluetooth, CD, USB, Гидравлика руля, Сигна…",5800,2013,Самарканд
Chevrolet Niva,"Торг есть 2007г., 1.8 л, Бензин, 58 000 км, Мокрый асфальт, Внедорожник, КПП Механика, Фаркоп, Литые диски, Тонировка, Лебёдка, Ветровик…",10000,2007,Бухара
Chevrolet Damas,"Торг есть 2019г., Газ-бензин, 83 000 км, Универсал, КПП Механика, 2019Yilda chiqqan avtomobil rangi oq narxi 7600 yana ham kelishiladi",7600,2019,Самарканд
"Chevrolet Spark, 2 позиция","2013г., 1.3 л, Бензин, 180 000 км, Дельфин, Хэтчбек, КПП Механика, Противотуманки, Велюр, Аудиосистема, CD, MP3, Гидравлика ру…",6500,2013,Ташкент
Daewoo Nexia,"2001г., Газ-бензин, 235 000 км, Белый, Седан, КПП Механика, Аудиосистема, Bluetooth, MP3, USB",4500,2001,Бухара
Daewoo Matiz Best,"Торг есть 2006г., Бензин, 77 000 км, Белый, Хэтчбек, КПП Механика, Велюр, MP3, USB, 4Balon yangi akilmilyator chaqa chuka kraskasi bor.…",3300,2006,Карши
Hafei Brio,"2007г., Бензин, 102 000 км, Микроавтобус, КПП Механика, Оилага хизмат килган рейсга юрмаган",2000,2007,Ташкент
"Chevrolet Cobalt, 4 евро позиция","2022г., 1.8 л, Бензин, Универсал, КПП Автомат, Литые диски, Тонировка, Люк, Рейлинги, Багажник, Хрустальная оптика, Противотум…",13812,2022,Ургенч
"Chevrolet Cobalt, 3 позиция","Торг есть 2014г., 1.5 л, Газ-бензин, 670 000 км, Белый, Седан, КПП Механика, Противотуманки, Обогрев зеркал, Аудиосистема, Гидравлика ру…",7500,2014,Андижан
"Chevrolet Captiva, 4 позиция","Торг есть 2017г., 2.4 л, Бензин, 68 000 км, Кроссовер, КПП Автомат, Люк, Литые диски, Противотуманки, Bluetooth, USB, Встроенный телефон…",26000,2017,Кумкурганский район
Daewoo Damas,"Торг есть 1999г., Газ, 250 000 км, Синий, Седан, КПП Механика, Faqat naxtga qolgan maʼlumot telda",3300,1999,Джизак
Daewoo Nexia,"1998г., Газ, 495 000 км, Серый, Седан, КПП Механика, 5063",3000,1998,Самарканд
"Chevrolet Cobalt, 3 позиция","Торг есть 2014г., 1.5 л, Газ-бензин, 288 500 км, Седан, КПП Механика, Люк, Ветровики, Рейлинги, Багажник, Противотуманки, Обогрев зеркал…",8500,2014,Андижан
"Chevrolet Spark, 2 позиция","2019г., 1.3 л, Газ-бензин, 33 000 км, Серебристый, Хэтчбек, КПП Механика, Противотуманки, Аудиосистема, Гидравлика руля, ABS,…",8200,2019,Бухара
"Chevrolet Spark, 2 позиция","2017г., 1.3 л, Бензин, 195 000 км, Перламутрово-коричневый, Хэтчбек, КПП Механика, Противотуманки, Аудиосистема, Гидравлика ру…",7200,2017,Ташкент
ВАЗ (Lada) 2106,"Есть доставкаТорг есть 1980г., 6 л, Бензин, Молочный цвет, Седан, КПП Механика, Багажник, Зимний режим, Вложений не требует, Ideal sostayana srochna…",1000,1980,Ташкент
"Chevrolet Spark, 4 позиция","Торг есть 2022г., 1.3 л, Бензин, 17 км, Хэтчбек, КПП Автомат, Литые диски, Противотуманки, Аудиосистема, Гидравлика руля, ABS, Подушка б…",10300,2022,Ташкент
